rep,step,method,sec,note
11,rp_power_matmul_2,Random Projection,0.024650874984217808,
11,rp_power_matmul_3,Random Projection,0.025553374987794086,
11,rp_power_matmul_4,Random Projection,0.026917000010143965,
11,rp_power_matmul_5,Random Projection,0.02442645898554474,
11,rp_power_matmul_total,Random Projection,0.13544724995153956,
11,rp_qr,Random Projection,0.07752804100164212,
11,rp_A_times_Q,Random Projection,0.024927499995101243,
11,rp_Qt_times_AQ,Random Projection,0.0013259169936645776,
11,rp_symmetrize_small,Random Projection,1.287501072511077e-05,
11,rp_small_eigh,Random Projection,5.76250022277236e-05,
11,rp_sort_eigpairs,Random Projection,1.4958990504965186e-05,
11,rp_back_projection,Random Projection,0.003195124998455867,
11,rp_eigendecomp_total,Random Projection,0.2686666249355767,
11,kmeans,Random Projection,0.43343404098413885,
11,method_total,Random Projection,0.7037281240045559,
11,sampling,Random Sampling,0.06563658299273811,
11,rs_sampling_mask,Random Sampling,0.003796000004513189,
11,rs_sampling_select_edges,Random Sampling,0.006433167000068352,
11,rs_sampling_weights,Random Sampling,0.00022320798598229885,
11,rs_sampling_stack_symmetry,Random Sampling,0.0018042919982690364,
11,rs_sampling_build_sparse,Random Sampling,0.0188316669955384,
11,rs_sampling_finalize_sparse,Random Sampling,0.03278483299072832,
11,rs_sampling_total,Random Sampling,0.0638731669750996,
11,eigendecomp,Random Sampling,0.14104966699960642,
11,rs_eig_eigsh_solver,Random Sampling,0.14049879199592397,
11,rs_eig_sort_eigpairs,Random Sampling,0.0004977920034434646,
11,rs_eig_eigendecomp_total,Random Sampling,0.14099658399936743,
11,kmeans,Random Sampling,0.6285303340118844,
11,method_total,Random Sampling,0.8352165840042289,
11,eigendecomp,Non-random,0.14738099998794496,
11,nr_eig_eigsh_solver,Non-random,0.14680012498865835,
11,nr_eig_sort_eigpairs,Non-random,0.000510000012582168,
11,nr_eig_eigendecomp_total,Non-random,0.14731012500124052,
11,kmeans,Non-random,0.6313915830105543,
11,method_total,Non-random,0.7787725829984993,
11,pairwise_ari,,0.0326335419958923,
12,eigendecomp,Random Projection,0.24497145801433362,
12,rp_test_matrix,Random Projection,0.016356959007680416,
12,rp_power_matmul_1,Random Projection,0.0258577500062529,
12,rp_power_matmul_2,Random Projection,0.024476082995533943,
12,rp_power_matmul_3,Random Projection,0.027895084000192583,
12,rp_power_matmul_4,Random Projection,0.02564170799450949,
12,rp_power_matmul_5,Random Projection,0.023746582999592647,
12,rp_power_matmul_total,Random Projection,0.12761720799608156,
12,rp_qr,Random Projection,0.07080137499724515,
12,rp_A_times_Q,Random Projection,0.023535540996817872,
12,rp_Qt_times_AQ,Random Projection,0.0014712089905515313,
12,rp_symmetrize_small,Random Projection,1.4999997802078724e-05,
12,rp_small_eigh,Random Projection,6.037499406374991e-05,
12,rp_sort_eigpairs,Random Projection,1.762501779012382e-05,
12,rp_back_projection,Random Projection,0.0036985000187996775,
12,rp_eigendecomp_total,Random Projection,0.24357379201683216,
12,kmeans,Random Projection,0.36282895799377,
12,method_total,Random Projection,0.6078004160081036,
12,sampling,Random Sampling,0.0639702079934068,
12,rs_sampling_mask,Random Sampling,0.003912083018803969,
12,rs_sampling_select_edges,Random Sampling,0.00608349998947233,
12,rs_sampling_weights,Random Sampling,0.0002146660117432475,
12,rs_sampling_stack_symmetry,Random Sampling,0.0018303749966435134,
12,rs_sampling_build_sparse,Random Sampling,0.018412833014735952,
12,rs_sampling_finalize_sparse,Random Sampling,0.031818209012271836,
12,rs_sampling_total,Random Sampling,0.06227166604367085,
12,eigendecomp,Random Sampling,0.14049820898799226,
12,rs_eig_eigsh_solver,Random Sampling,0.1399039999814704,
12,rs_eig_sort_eigpairs,Random Sampling,0.0005229169910307974,
12,rs_eig_eigendecomp_total,Random Sampling,0.1404269169725012,
12,kmeans,Random Sampling,0.680903375003254,
12,method_total,Random Sampling,0.8853717919846531,
12,eigendecomp,Non-random,0.16400583399808966,
12,nr_eig_eigsh_solver,Non-random,0.16225708299316466,
12,nr_eig_sort_eigpairs,Non-random,0.0010175839997828007,
12,nr_eig_eigendecomp_total,Non-random,0.16327466699294746,
12,kmeans,Non-random,0.6186803329910617,
12,method_total,Non-random,0.7826861669891514,
12,pairwise_ari,,0.06941612498485483,
13,eigendecomp,Random Projection,0.27272087498568,
13,rp_test_matrix,Random Projection,0.01624779202393256,
13,rp_power_matmul_1,Random Projection,0.022070709004765376,
13,rp_power_matmul_2,Random Projection,0.02580787500482984,
13,rp_power_matmul_3,Random Projection,0.025299166998593137,
13,rp_power_matmul_4,Random Projection,0.02793237500009127,
13,rp_power_matmul_5,Random Projection,0.027851125021697953,
13,rp_power_matmul_total,Random Projection,0.12896125102997757,
13,rp_qr,Random Projection,0.08717595899361186,
13,rp_A_times_Q,Random Projection,0.030927208019420505,
13,rp_Qt_times_AQ,Random Projection,0.0024270829744637012,
13,rp_symmetrize_small,Random Projection,2.066700835712254e-05,
13,rp_small_eigh,Random Projection,6.233298336155713e-05,
13,rp_sort_eigpairs,Random Projection,1.6083999071270227e-05,
13,rp_back_projection,Random Projection,0.004012833989690989,
13,rp_eigendecomp_total,Random Projection,0.26985121102188714,
13,kmeans,Random Projection,0.4283998330065515,
13,method_total,Random Projection,0.7011207079922315,
13,sampling,Random Sampling,0.06620466598542407,
13,rs_sampling_mask,Random Sampling,0.003990040975622833,
13,rs_sampling_select_edges,Random Sampling,0.006343417015159503,
13,rs_sampling_weights,Random Sampling,0.0002342910156585276,
13,rs_sampling_stack_symmetry,Random Sampling,0.002066999993985519,
13,rs_sampling_build_sparse,Random Sampling,0.020157082995865494,
13,rs_sampling_finalize_sparse,Random Sampling,0.03152525000041351,
13,rs_sampling_total,Random Sampling,0.06431708199670538,
13,eigendecomp,Random Sampling,0.14093491598032415,
13,rs_eig_eigsh_solver,Random Sampling,0.13996162501280196,
13,rs_eig_sort_eigpairs,Random Sampling,0.0005038329982198775,
13,rs_eig_eigendecomp_total,Random Sampling,0.14046545801102184,
13,kmeans,Random Sampling,0.6429549170134123,
13,method_total,Random Sampling,0.8500944989791606,
13,eigendecomp,Non-random,0.15035866701509804,
13,nr_eig_eigsh_solver,Non-random,0.15002366600674577,
13,nr_eig_sort_eigpairs,Non-random,0.00033070798963308334,
13,nr_eig_eigendecomp_total,Non-random,0.15035437399637885,
13,kmeans,Non-random,0.6032014160009567,
13,method_total,Non-random,0.7535600830160547,
13,pairwise_ari,,0.06858150000334717,
14,eigendecomp,Random Projection,0.2359850000066217,
14,rp_test_matrix,Random Projection,0.017013125005178154,
14,rp_power_matmul_1,Random Projection,0.026313249982194975,
14,rp_power_matmul_2,Random Projection,0.02651979197980836,
14,rp_power_matmul_3,Random Projection,0.024008499982301146,
14,rp_power_matmul_4,Random Projection,0.026318833988625556,
14,rp_power_matmul_5,Random Projection,0.02223670802777633,
14,rp_power_matmul_total,Random Projection,0.12539708396070637,
14,rp_qr,Random Projection,0.06466541599365883,
14,rp_A_times_Q,Random Projection,0.023120249999919906,
14,rp_Qt_times_AQ,Random Projection,0.0014026669960003346,
14,rp_symmetrize_small,Random Projection,1.4915975043550134e-05,
14,rp_small_eigh,Random Projection,5.720800254493952e-05,
14,rp_sort_eigpairs,Random Projection,1.4334014849737287e-05,
14,rp_back_projection,Random Projection,0.0027617079904302955,
14,rp_eigendecomp_total,Random Projection,0.2344467079383321,
14,kmeans,Random Projection,0.3440211669949349,
14,method_total,Random Projection,0.5800061670015566,
14,sampling,Random Sampling,0.0639281669864431,
14,rs_sampling_mask,Random Sampling,0.0038497919740621,
14,rs_sampling_select_edges,Random Sampling,0.006332791002932936,
14,rs_sampling_weights,Random Sampling,0.0002527920005377382,
14,rs_sampling_stack_symmetry,Random Sampling,0.0018802499980665743,
14,rs_sampling_build_sparse,Random Sampling,0.01858245799667202,
14,rs_sampling_finalize_sparse,Random Sampling,0.031606624979758635,
14,rs_sampling_total,Random Sampling,0.06250470795203,
14,eigendecomp,Random Sampling,0.13759120801114477,
14,rs_eig_eigsh_solver,Random Sampling,0.1370245839934796,
14,rs_eig_sort_eigpairs,Random Sampling,0.0005104999872855842,
14,rs_eig_eigendecomp_total,Random Sampling,0.1375350839807652,
14,kmeans,Random Sampling,0.6044190829852596,
14,method_total,Random Sampling,0.8059384579828475,
14,eigendecomp,Non-random,0.1417521669936832,
14,nr_eig_eigsh_solver,Non-random,0.14104679200681858,
14,nr_eig_sort_eigpairs,Non-random,0.0005704580107703805,
14,nr_eig_eigendecomp_total,Non-random,0.14161725001758896,
14,kmeans,Non-random,0.6129057919897605,
14,method_total,Non-random,0.7546579589834437,
14,pairwise_ari,,0.07653941700118594,
15,eigendecomp,Random Projection,0.23653066699625924,
15,rp_test_matrix,Random Projection,0.016755374992499128,
15,rp_power_matmul_1,Random Projection,0.025028208998264745,
15,rp_power_matmul_2,Random Projection,0.024122500006342307,
15,rp_power_matmul_3,Random Projection,0.023670166003284976,
15,rp_power_matmul_4,Random Projection,0.02393620801740326,
15,rp_power_matmul_5,Random Projection,0.02586833300301805,
15,rp_power_matmul_total,Random Projection,0.12262541602831334,
15,rp_qr,Random Projection,0.06702679098816589,
15,rp_A_times_Q,Random Projection,0.023692292015766725,
15,rp_Qt_times_AQ,Random Projection,0.001609708007890731,
15,rp_symmetrize_small,Random Projection,1.8874998204410076e-05,
15,rp_small_eigh,Random Projection,5.704100476577878e-05,
15,rp_sort_eigpairs,Random Projection,1.4040997484698892e-05,
15,rp_back_projection,Random Projection,0.003125999995972961,
15,rp_eigendecomp_total,Random Projection,0.23492553902906366,
15,kmeans,Random Projection,0.35818700000527315,
15,method_total,Random Projection,0.5947176670015324,
15,sampling,Random Sampling,0.06220887499512173,
15,rs_sampling_mask,Random Sampling,0.0037825840117875487,
15,rs_sampling_select_edges,Random Sampling,0.006117624987382442,
15,rs_sampling_weights,Random Sampling,0.00019854199490509927,
15,rs_sampling_stack_symmetry,Random Sampling,0.00168379201204516,
15,rs_sampling_build_sparse,Random Sampling,0.018356000015046448,
15,rs_sampling_finalize_sparse,Random Sampling,0.03033745801076293,
15,rs_sampling_total,Random Sampling,0.06047600103192963,
15,eigendecomp,Random Sampling,0.13622708298498765,
15,rs_eig_eigsh_solver,Random Sampling,0.13559487499878742,
15,rs_eig_sort_eigpairs,Random Sampling,0.0005779159837402403,
15,rs_eig_eigendecomp_total,Random Sampling,0.13617279098252766,
15,kmeans,Random Sampling,0.5996111249842215,
15,method_total,Random Sampling,0.7980470829643309,
15,eigendecomp,Non-random,0.14234491699608043,
15,nr_eig_eigsh_solver,Non-random,0.14175333399907686,
15,nr_eig_sort_eigpairs,Non-random,0.0005430410092230886,
15,nr_eig_eigendecomp_total,Non-random,0.14229637500829995,
15,kmeans,Non-random,0.5916902079770807,
15,method_total,Non-random,0.7340351249731611,
15,pairwise_ari,,0.06824658301775344,
16,eigendecomp,Random Projection,0.21888629099703394,
16,rp_test_matrix,Random Projection,0.016278416995191947,
16,rp_power_matmul_1,Random Projection,0.02194266699370928,
16,rp_power_matmul_2,Random Projection,0.02232275001006201,
16,rp_power_matmul_3,Random Projection,0.021894792007515207,
16,rp_power_matmul_4,Random Projection,0.021638709004037082,
16,rp_power_matmul_5,Random Projection,0.022983584000030532,
16,rp_power_matmul_total,Random Projection,0.11078250201535411,
16,rp_qr,Random Projection,0.06368366701644845,
16,rp_A_times_Q,Random Projection,0.020988874981412664,
16,rp_Qt_times_AQ,Random Projection,0.0022397910070139915,
16,rp_symmetrize_small,Random Projection,1.2833013897761703e-05,
16,rp_small_eigh,Random Projection,5.3499999921768904e-05,
16,rp_sort_eigpairs,Random Projection,1.400001929141581e-05,
16,rp_back_projection,Random Projection,0.0030246669775806367,
16,rp_eigendecomp_total,Random Projection,0.21707825202611275,
16,kmeans,Random Projection,0.34541012498084456,
16,method_total,Random Projection,0.5642964159778785,
16,sampling,Random Sampling,0.0623967090214137,
16,rs_sampling_mask,Random Sampling,0.0038115000061225146,
16,rs_sampling_select_edges,Random Sampling,0.006143542006611824,
16,rs_sampling_weights,Random Sampling,0.00018191701383329928,
16,rs_sampling_stack_symmetry,Random Sampling,0.0016435419966001064,
16,rs_sampling_build_sparse,Random Sampling,0.01836441599880345,
16,rs_sampling_finalize_sparse,Random Sampling,0.03114308399381116,
16,rs_sampling_total,Random Sampling,0.061288001015782356,
16,eigendecomp,Random Sampling,0.1372089170035906,
16,rs_eig_eigsh_solver,Random Sampling,0.13664004200836644,
16,rs_eig_sort_eigpairs,Random Sampling,0.0005154170212335885,
16,rs_eig_eigendecomp_total,Random Sampling,0.13715545902960002,
16,kmeans,Random Sampling,0.6048984160006512,
16,method_total,Random Sampling,0.8045040420256555,
16,eigendecomp,Non-random,0.15264662497793324,
16,nr_eig_eigsh_solver,Non-random,0.1520126249815803,
16,nr_eig_sort_eigpairs,Non-random,0.0005654999986290932,
16,nr_eig_eigendecomp_total,Non-random,0.1525781249802094,
16,kmeans,Non-random,0.6227645830076654,
16,method_total,Non-random,0.7754112079855986,
16,pairwise_ari,,0.03473658300936222,
17,eigendecomp,Random Projection,0.2583473749982659,
17,rp_test_matrix,Random Projection,0.01762470800895244,
17,rp_power_matmul_1,Random Projection,0.026820208004210144,
17,rp_power_matmul_2,Random Projection,0.027192791982088238,
17,rp_power_matmul_3,Random Projection,0.027418459008913487,
17,rp_power_matmul_4,Random Projection,0.03342883399454877,
17,rp_power_matmul_5,Random Projection,0.025521375006064773,
17,rp_power_matmul_total,Random Projection,0.1403816679958254,
17,rp_qr,Random Projection,0.06876958298380487,
17,rp_A_times_Q,Random Projection,0.024765375012066215,
17,rp_Qt_times_AQ,Random Projection,0.0022104169765952975,
17,rp_symmetrize_small,Random Projection,1.662501017563045e-05,
17,rp_small_eigh,Random Projection,5.34169957973063e-05,
17,rp_sort_eigpairs,Random Projection,1.3957993360236287e-05,
17,rp_back_projection,Random Projection,0.0029722089821007103,
17,rp_eigendecomp_total,Random Projection,0.2568079599586781,
17,kmeans,Random Projection,0.3862788330006879,
17,method_total,Random Projection,0.6446262079989538,
17,sampling,Random Sampling,0.06368104199646041,
17,rs_sampling_mask,Random Sampling,0.0035699580039363354,
17,rs_sampling_select_edges,Random Sampling,0.0063867910066619515,
17,rs_sampling_weights,Random Sampling,0.00023229201906360686,
17,rs_sampling_stack_symmetry,Random Sampling,0.0019084590021520853,
17,rs_sampling_build_sparse,Random Sampling,0.019522791990311816,
17,rs_sampling_finalize_sparse,Random Sampling,0.031145208020461723,
17,rs_sampling_total,Random Sampling,0.06276550004258752,
17,eigendecomp,Random Sampling,0.14221304201055318,
17,rs_eig_eigsh_solver,Random Sampling,0.1416571669979021,
17,rs_eig_sort_eigpairs,Random Sampling,0.00046545799705199897,
17,rs_eig_eigendecomp_total,Random Sampling,0.1421226249949541,
17,kmeans,Random Sampling,0.6139084580063354,
17,method_total,Random Sampling,0.819802542013349,
17,eigendecomp,Non-random,0.14289733397890814,
17,nr_eig_eigsh_solver,Non-random,0.1423357499879785,
17,nr_eig_sort_eigpairs,Non-random,0.0005130829813424498,
17,nr_eig_eigendecomp_total,Non-random,0.14284883296932094,
17,kmeans,Non-random,0.6004376249911729,
17,method_total,Non-random,0.7433349589700811,
17,pairwise_ari,,0.03145516701624729,
18,eigendecomp,Random Projection,0.2163733749766834,
18,rp_test_matrix,Random Projection,0.01627550000557676,
18,rp_power_matmul_1,Random Projection,0.02217416701023467,
18,rp_power_matmul_2,Random Projection,0.021901416999753565,
18,rp_power_matmul_3,Random Projection,0.021727583021856844,
18,rp_power_matmul_4,Random Projection,0.022049874998629093,
18,rp_power_matmul_5,Random Projection,0.021725375001551583,
18,rp_power_matmul_total,Random Projection,0.10957841703202575,
18,rp_qr,Random Projection,0.06345275000785477,
18,rp_A_times_Q,Random Projection,0.021172082982957363,
18,rp_Qt_times_AQ,Random Projection,0.0014143330045044422,
18,rp_symmetrize_small,Random Projection,1.3040989870205522e-05,
18,rp_small_eigh,Random Projection,4.9084017518907785e-05,
18,rp_sort_eigpairs,Random Projection,1.1833006283268332e-05,
18,rp_back_projection,Random Projection,0.0030107920174486935,
18,rp_eigendecomp_total,Random Projection,0.21497783306404017,
18,kmeans,Random Projection,0.3552334590058308,
18,method_total,Random Projection,0.5716068339825142,
18,sampling,Random Sampling,0.062473124999087304,
18,rs_sampling_mask,Random Sampling,0.003686499985633418,
18,rs_sampling_select_edges,Random Sampling,0.006117957993410528,
18,rs_sampling_weights,Random Sampling,0.0002179170260205865,
18,rs_sampling_stack_symmetry,Random Sampling,0.0017228330252692103,
18,rs_sampling_build_sparse,Random Sampling,0.01843304099747911,
18,rs_sampling_finalize_sparse,Random Sampling,0.03089012499549426,
18,rs_sampling_total,Random Sampling,0.061068374023307115,
18,eigendecomp,Random Sampling,0.13680329199996777,
18,rs_eig_eigsh_solver,Random Sampling,0.1360122079786379,
18,rs_eig_sort_eigpairs,Random Sampling,0.0005311659770086408,
18,rs_eig_eigendecomp_total,Random Sampling,0.13654337395564653,
18,kmeans,Random Sampling,0.5973689579986967,
18,method_total,Random Sampling,0.7966453749977518,
18,eigendecomp,Non-random,0.1430236670130398,
18,nr_eig_eigsh_solver,Non-random,0.14167149999411777,
18,nr_eig_sort_eigpairs,Non-random,0.0006042910099495202,
18,nr_eig_eigendecomp_total,Non-random,0.1422757910040673,
18,kmeans,Non-random,0.5889997909835074,
18,method_total,Non-random,0.7320234579965472,
18,pairwise_ari,,0.06746408398612402,
19,eigendecomp,Random Projection,0.2181767919973936,
19,rp_test_matrix,Random Projection,0.016371042001992464,
19,rp_power_matmul_1,Random Projection,0.02183620899450034,
19,rp_power_matmul_2,Random Projection,0.02212904201587662,
19,rp_power_matmul_3,Random Projection,0.02213420797488652,
19,rp_power_matmul_4,Random Projection,0.02215929198428057,
19,rp_power_matmul_5,Random Projection,0.021899082988966256,
19,rp_power_matmul_total,Random Projection,0.11015783395851031,
19,rp_qr,Random Projection,0.06374691598466597,
19,rp_A_times_Q,Random Projection,0.021922290994552895,
19,rp_Qt_times_AQ,Random Projection,0.0013962090015411377,
19,rp_symmetrize_small,Random Projection,1.1625001206994057e-05,
19,rp_small_eigh,Random Projection,5.05829812027514e-05,
19,rp_sort_eigpairs,Random Projection,1.2417003745213151e-05,
19,rp_back_projection,Random Projection,0.00304512502043508,
19,rp_eigendecomp_total,Random Projection,0.21671404194785282,
19,kmeans,Random Projection,0.340971333993366,
19,method_total,Random Projection,0.5591481259907596,
19,sampling,Random Sampling,0.061595500010298565,
19,rs_sampling_mask,Random Sampling,0.0037023749900981784,
19,rs_sampling_select_edges,Random Sampling,0.006200791016453877,
19,rs_sampling_weights,Random Sampling,0.00017575002857483923,
19,rs_sampling_stack_symmetry,Random Sampling,0.0016184580163098872,
19,rs_sampling_build_sparse,Random Sampling,0.018641000002389774,
19,rs_sampling_finalize_sparse,Random Sampling,0.0302711249969434,
19,rs_sampling_total,Random Sampling,0.060609499050769955,
19,eigendecomp,Random Sampling,0.1344780829967931,
19,rs_eig_eigsh_solver,Random Sampling,0.1339064999774564,
19,rs_eig_sort_eigpairs,Random Sampling,0.0005024580168537796,
19,rs_eig_eigendecomp_total,Random Sampling,0.13440895799431019,
19,kmeans,Random Sampling,0.5971490000083577,
19,method_total,Random Sampling,0.7932225830154493,
19,eigendecomp,Non-random,0.14133691700408235,
19,nr_eig_eigsh_solver,Non-random,0.14018550000037067,
19,nr_eig_sort_eigpairs,Non-random,0.0005285829829517752,
19,nr_eig_eigendecomp_total,Non-random,0.14071408298332244,
19,kmeans,Non-random,0.5973214159894269,
19,method_total,Non-random,0.7386583329935092,
19,pairwise_ari,,0.03045162500347942,
20,eigendecomp,Random Projection,0.21817316598026082,
20,rp_test_matrix,Random Projection,0.016151957999682054,
20,rp_power_matmul_1,Random Projection,0.02171970799099654,
20,rp_power_matmul_2,Random Projection,0.022148874995764345,
20,rp_power_matmul_3,Random Projection,0.022290833003353328,
20,rp_power_matmul_4,Random Projection,0.021817915985593572,
20,rp_power_matmul_5,Random Projection,0.02173466599197127,
20,rp_power_matmul_total,Random Projection,0.10971199796767905,
20,rp_qr,Random Projection,0.06355458399048075,
20,rp_A_times_Q,Random Projection,0.022471041011158377,
20,rp_Qt_times_AQ,Random Projection,0.0017299579922109842,
20,rp_symmetrize_small,Random Projection,1.562500256113708e-05,
20,rp_small_eigh,Random Projection,6.474999827332795e-05,
20,rp_sort_eigpairs,Random Projection,1.5624973457306623e-05,
20,rp_back_projection,Random Projection,0.003019958996446803,
20,rp_eigendecomp_total,Random Projection,0.2167354979319498,
20,kmeans,Random Projection,0.33720475001609884,
20,method_total,Random Projection,0.5553779159963597,
20,sampling,Random Sampling,0.06337250000797212,
20,rs_sampling_mask,Random Sampling,0.0036696250026579946,
20,rs_sampling_select_edges,Random Sampling,0.0061714170151390135,
20,rs_sampling_weights,Random Sampling,0.0001872080028988421,
20,rs_sampling_stack_symmetry,Random Sampling,0.0017888750007841736,
20,rs_sampling_build_sparse,Random Sampling,0.018638999987160787,
20,rs_sampling_finalize_sparse,Random Sampling,0.03188237501308322,
20,rs_sampling_total,Random Sampling,0.06233850002172403,
20,eigendecomp,Random Sampling,0.13510104099987075,
20,rs_eig_eigsh_solver,Random Sampling,0.1340389580000192,
20,rs_eig_sort_eigpairs,Random Sampling,0.0005142079899087548,
20,rs_eig_eigendecomp_total,Random Sampling,0.13455316598992795,
20,kmeans,Random Sampling,0.5989291250007227,
20,method_total,Random Sampling,0.7974026660085656,
20,eigendecomp,Non-random,0.1434271250036545,
20,nr_eig_eigsh_solver,Non-random,0.1427381669927854,
20,nr_eig_sort_eigpairs,Non-random,0.0006299169908743352,
20,nr_eig_eigendecomp_total,Non-random,0.14336808398365974,
20,kmeans,Non-random,0.5981559579959139,
20,method_total,Non-random,0.7415830829995684,
20,pairwise_ari,,0.06777629198040813,
0,aggregate_outputs,,0.004566167015582323,
0,run_experiment_total,,44.81243004198768,
0,save_outputs,,0.004621375002898276,
0,make_visualizations,,0.8976559169823304,
