n,rep,seed,K,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_laplacian_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,hypergraph_degree_mean,hypergraph_degree_max,zhou_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,rho_n,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rho_label,rho_schedule_value
1000,1,1020263427,3,3,1197,0.653,1.3872977393213116e-05,0.0018260059612086404,0.029789958032779396,0.005299624986946583,0.27694354206323624,0.009657833958044648,38,3.591,12.0,8102,0.002962165977805853,4.8708985559642315e-05,0.2739270000020042,0.3120274579850957,1.0,3.6e-05,4e-06,sparse,1.9605730000000001,0.3240860829828307,0.9933605194091797,222.828125,226.0625,3.234375,rho_1,1.0
1000,2,1020263428,3,3,1288,0.501,0.07884250080445844,0.07362922872721298,0.06026454095263034,0.006166541948914528,0.049306832952424884,0.004211042076349258,22,3.864,11.0,8662,0.0036327920388430357,3.4958007745444775e-05,0.045635958085767925,0.11573479103390127,1.0,3.6e-05,4e-06,sparse,1.0071629999999994,0.12285354197956622,0.8981971740722656,226.0625,225.484375,-0.578125,rho_1,1.0
1000,3,1020263429,3,3,1243,0.547,0.08909011616455947,0.08168698204176915,0.04897941695526242,0.008158750017173588,0.053798333974555135,0.004182916018180549,21,3.729,11.0,8387,0.0025275839725509286,3.583298530429602e-05,0.051232292084023356,0.11093387601431459,1.0,3.6e-05,4e-06,sparse,1.0146179999999996,0.11800641589798033,0.8850688934326172,225.484375,226.078125,0.59375,rho_1,1.0
1000,4,1020263430,3,3,1305,0.522,0.08500559979544929,0.07859157880381161,0.047710707993246615,0.006496957968920469,0.05634095903951675,0.0043629169231280684,23,3.915,12.0,8771,0.003800541046075523,3.424996975809336e-05,0.05250274995341897,0.11054520693141967,1.0,3.6e-05,4e-06,sparse,1.1214589999999998,0.11942629190161824,0.9060468673706055,226.078125,226.546875,0.46875,rho_1,1.0
1000,5,1020263431,3,3,1246,0.634,0.0026479261460421516,0.02356429933357685,0.04160654195584357,0.008792457985691726,0.04290100000798702,0.004094959003850818,17,3.738,13.0,8415,0.003885959042236209,5.258305463939905e-05,0.03895941597875208,0.09329695801716298,1.0,3.6e-05,4e-06,sparse,0.930828,0.1005792081123218,0.8848438262939453,226.546875,227.25,0.703125,rho_1,1.0
2000,1,2020266427,3,3,2460,0.5025,0.10329778564385375,0.0909268209828237,0.07656520791351795,0.011832832940854132,0.20535266702063382,0.006512666936032474,49,3.69,11.0,16681,0.0059148750733584166,5.595793481916189e-05,0.19937883398961276,0.2937477078521624,1.0,9e-06,1e-06,sparse,2.719939,0.30617479200009257,1.7724189758300781,227.25,229.109375,1.859375,rho_1,1.0
2000,2,2020266428,3,3,2538,0.5635,0.0711301905419137,0.07314153084761743,0.07585237501189113,0.006505292025394738,0.1335319170029834,0.0061304590199142694,45,3.807,12.0,17141,0.0049743750132620335,3.691599704325199e-05,0.1285179170081392,0.21588687505573034,1.0,9e-06,1e-06,sparse,2.1153139999999997,0.22843779192771763,1.8004608154296875,229.109375,229.890625,0.78125,rho_1,1.0
2000,3,2020266429,3,3,2488,0.6145,0.012023257860970886,0.014053390998931657,0.09690570796374232,0.009731875034049153,0.1576768330996856,0.006079917075112462,41,3.732,12.0,16851,0.00356887502130121,4.1334074921905994e-05,0.15406366693787277,0.26431145903188735,1.0,9e-06,1e-06,sparse,2.5589569999999995,0.2785207920242101,1.7824363708496094,229.890625,230.359375,0.46875,rho_1,1.0
2000,4,2020266430,3,3,2553,0.417,0.16715936343427729,0.1514628373976116,0.07658445788547397,0.006373542011715472,0.10733775002881885,0.009096791967749596,40,3.8295,12.0,17238,0.005025250022299588,3.654195461422205e-05,0.10227316699456424,0.19029295886866748,1.0,9e-06,1e-06,sparse,1.8524460000000005,0.21005879098083824,1.8059825897216797,230.359375,230.703125,0.34375,rho_1,1.0
2000,5,2020266431,3,3,2521,0.6,0.023812101758442367,0.02883163480637034,0.09086162503808737,0.006340917083434761,0.1538197920890525,0.0072648749919608235,33,3.7815,11.0,17045,0.005059374962002039,8.179200813174248e-05,0.14867475000210106,0.251018459093757,1.0,9e-06,1e-06,sparse,2.442640000000001,0.2667833330342546,1.7945823669433594,230.703125,230.8125,0.109375,rho_1,1.0
3000,1,3020269427,3,3,3694,0.6366666666666667,0.002698836893385203,0.007129103884986016,0.11952275002840906,0.008805125020444393,0.2408667909912765,0.01013679092284292,82,3.694,12.0,25042,0.008019707980565727,5.870894528925419e-05,0.2327846670523286,0.369190959027037,1.0,4e-06,4.4444444444444444e-07,sparse,3.500195999999999,0.3910304579185322,2.665886878967285,230.8125,231.984375,1.171875,rho_1,1.0
3000,2,3020269428,3,3,3844,0.6216666666666667,0.00682810274869095,0.010761866364834992,0.10497570806182921,0.010308624943718314,0.21254820795729756,0.009204791043885052,68,3.844,12.0,25958,0.004820042056962848,0.00010770803783088923,0.20761616597883403,0.3278282490791753,1.0,4e-06,4.4444444444444444e-07,sparse,3.1572889999999987,0.3488095410866663,2.720447540283203,231.984375,232.84375,0.859375,rho_1,1.0
3000,3,3020269429,3,3,3742,0.4656666666666667,0.13799572322162473,0.11768632266733997,0.10975595796480775,0.008464499958790839,0.1849138329271227,0.011124458047561347,55,3.742,11.0,25369,0.009306624997407198,6.312492769211531e-05,0.17553983302786946,0.30313004087656736,1.0,4e-06,4.4444444444444444e-07,sparse,2.9638440000000017,0.32710204110480845,2.686372756958008,232.84375,233.640625,0.796875,rho_1,1.0
3000,4,3020269430,3,3,3741,0.5806666666666667,0.03200316879908046,0.026431929452659236,0.11092291702516377,0.008678833022713661,0.2860384579980746,0.008403874933719635,75,3.741,11.0,25321,0.005967292003333569,8.50829528644681e-05,0.27998333401046693,0.4056374590145424,1.0,4e-06,4.4444444444444444e-07,sparse,3.8887180000000043,0.421951541909948,2.682270050048828,233.640625,234.03125,0.390625,rho_1,1.0
3000,5,3020269431,3,3,3706,0.6553333333333333,0.0005022200521371281,0.008673767931072017,0.09516979102045298,0.008332791971042752,0.15092016698326916,0.009082666016183794,77,3.706,11.0,25113,0.005548416986130178,4.0375045500695705e-05,0.145328790997155,0.2544201660202816,1.0,4e-06,4.4444444444444444e-07,sparse,2.591085999999997,0.2725297500146553,2.671476364135742,234.03125,234.640625,0.609375,rho_1,1.0
4000,1,4020272427,3,3,5048,0.66125,0.00010939196504482851,0.001961374314415326,0.15011425002012402,0.010470332927070558,0.2785428330535069,0.01070616696961224,101,3.786,13.0,34141,0.006931291078217328,4.654098302125931e-05,0.27156208408996463,0.4391244990983978,1.0,2.25e-06,2.5e-07,sparse,4.161010999999995,0.4606935840565711,3.6035099029541016,234.640625,236.328125,1.6875,rho_1,1.0
4000,2,4020272428,3,3,4961,0.54125,0.0569134633268466,0.06510361892185988,0.1310225409688428,0.0103407499846071,0.2562863330822438,0.013224457972683012,77,3.72075,12.0,33655,0.00951291702222079,4.5874970965087414e-05,0.24672487494535744,0.3976469578919932,1.0,2.25e-06,2.5e-07,sparse,4.0294039999999995,0.42131412506569177,3.5735387802124023,236.328125,236.53125,0.203125,rho_1,1.0
4000,3,4020272429,3,3,5055,0.618,0.010760601438830507,0.01664689785061414,0.13257054204586893,0.010696750017814338,0.32571370794903487,0.010456542018800974,92,3.79125,12.0,34208,0.009434207924641669,4.5625027269124985e-05,0.3162311250343919,0.46897825004998595,1.0,2.25e-06,2.5e-07,sparse,4.427366000000006,0.4903132499894127,3.6070709228515625,236.53125,237.234375,0.703125,rho_1,1.0
4000,4,4020272430,3,3,5037,0.59575,0.01233581593993779,0.015989390125224306,0.13572783302515745,0.012297916924580932,0.2725546669680625,0.011244625085964799,84,3.77775,14.0,34096,0.008188874926418066,6.008404307067394e-05,0.26430141692981124,0.42057612584903836,1.0,2.25e-06,2.5e-07,sparse,3.9666090000000054,0.44413779105525464,3.599360466003418,237.234375,238.0625,0.828125,rho_1,1.0
4000,5,4020272431,3,3,5022,0.543,0.054060487429833305,0.056775526417614394,0.13670191599521786,0.010667624999769032,0.2902462499914691,0.010494375019334257,86,3.7665,15.0,34014,0.00823604199104011,0.00012016703840345144,0.28188725002110004,0.4376130000455305,1.0,2.25e-06,2.5e-07,sparse,4.024283000000004,0.4592772079631686,3.5952911376953125,238.0625,238.71875,0.65625,rho_1,1.0
5000,1,5020275427,3,3,6170,0.6286,0.004308313872548073,0.015062986644628054,0.16980095906183124,0.012750208959914744,0.1789393340004608,0.014684999943710864,112,3.702,13.0,41870,0.006659582955762744,5.0458009354770184e-05,0.17222670803312212,0.3614879170199856,1.0,1.44e-06,1.6e-07,sparse,3.031321999999996,0.39269608294125646,4.45703125,238.71875,240.140625,1.421875,rho_1,1.0
5000,2,5020275428,3,3,6201,0.6578,0.0004942847423545978,0.004155661062686643,0.17261412495281547,0.012405375018715858,0.19959662505425513,0.01644804107490927,127,3.7206,12.0,42041,0.007017583004198968,6.216694600880146e-05,0.1925138330552727,0.3846130829770118,1.0,1.44e-06,1.6e-07,sparse,3.118619999999993,0.4175756669137627,4.468812942504883,240.140625,241.296875,1.15625,rho_1,1.0
5000,3,5020275429,3,3,6349,0.594,0.0244054099437466,0.04615651317559533,0.17382862500380725,0.012672125012613833,0.26630195905454457,0.012782417004927993,124,3.8094,12.0,42928,0.00959645805414766,5.745794624090195e-05,0.25664525001775473,0.4527999160345644,1.0,1.44e-06,1.6e-07,sparse,3.7649079999999913,0.47921758296433836,4.521656036376953,241.296875,243.5625,2.265625,rho_1,1.0
5000,4,5020275430,3,3,6310,0.662,6.694316417517516e-06,0.0006604857695216328,0.1677305829944089,0.012762791942805052,0.19329862506128848,0.01278583297971636,110,3.786,12.0,42692,0.008125666063278913,6.087496876716614e-05,0.18510916701052338,0.3737890829797834,1.0,1.44e-06,1.6e-07,sparse,3.442085999999989,0.40644454094581306,4.508357048034668,243.5625,243.75,0.1875,rho_1,1.0
5000,5,5020275431,3,3,6087,0.5836,0.029418800558809632,0.024901729405948234,0.16912295809015632,0.012182040954940021,0.24672575003933161,0.01708279107697308,146,3.6522,13.0,41334,0.0095497079892084,6.954104173928499e-05,0.23710254090838134,0.42802678898442537,1.0,1.44e-06,1.6e-07,sparse,3.7360539999999958,0.4642302090069279,4.425683975219727,243.75,244.109375,0.359375,rho_1,1.0
6000,1,6020278427,3,3,7572,0.6511666666666667,0.00043974493241937413,0.0027459152508564227,0.1934007079107687,0.014810250024311244,0.32974620803724974,0.01502633304335177,125,3.786,12.0,51271,0.011437042034231126,6.695801857858896e-05,0.3182391250738874,0.537954083061777,1.0,1e-06,1.1111111111111111e-07,sparse,4.397423000000003,0.5695868339389563,5.415693283081055,244.109375,247.953125,3.84375,rho_1,1.0
6000,2,6020278428,3,3,7550,0.6048333333333333,0.013215911970746492,0.02346599188545365,0.19405370799358934,0.015269958064891398,0.2979811249533668,0.015380332944914699,140,3.775,15.0,51122,0.016967917094007134,8.612498641014099e-05,0.28092375001870096,0.507301458157599,1.0,1e-06,1.1111111111111111e-07,sparse,4.127682000000007,0.5405685000587255,5.403369903564453,247.953125,249.0625,1.109375,rho_1,1.0
6000,3,6020278429,3,3,7565,0.6575,0.00026844445947781713,0.005937046760106841,0.21905945800244808,0.015251708100549877,0.1694705419940874,0.01665587502066046,140,3.7825,12.0,51194,0.009775374899618328,6.333400961011648e-05,0.159628750057891,0.4037786250701174,1.0,1e-06,1.1111111111111111e-07,sparse,2.885992999999999,0.44437300006393343,5.4092607498168945,249.0625,250.078125,1.015625,rho_1,1.0
6000,4,6020278430,3,3,7644,0.6503333333333333,0.0011257632782348897,0.005929860190818796,0.20597370900213718,0.01511733396910131,0.3176289169350639,0.015363042009994388,125,3.822,12.0,51703,0.009876291966065764,0.00012425007298588753,0.30762404203414917,0.5387156270444393,1.0,1e-06,1.1111111111111111e-07,sparse,4.181460000000001,0.5714600420324132,5.440113067626953,250.078125,251.046875,0.96875,rho_1,1.0
6000,5,6020278431,3,3,7473,0.6588333333333334,0.00027066779982931534,0.004533967563740657,0.1973071669926867,0.014679416082799435,0.1803687500068918,0.020153791061602533,130,3.7365,12.0,50664,0.007978540961630642,7.299997378140688e-05,0.17231425002682954,0.3923523740377277,1.0,1e-06,1.1111111111111111e-07,sparse,3.2567140000000023,0.43325958400964737,5.376142501831055,251.046875,251.109375,0.0625,rho_1,1.0
7000,1,7020281427,3,3,8762,0.6632857142857143,-3.3915556018696204e-06,0.0005133337947003696,0.2346555000403896,0.01631475007161498,0.2127612920012325,0.02305008308030665,173,3.7551428571428573,13.0,59341,0.0072409589774906635,6.404099985957146e-05,0.20545354101341218,0.463728791102767,1.0,7.346938775510204e-07,8.16326530612245e-08,sparse,3.618733000000006,0.50840725004673,6.290592193603516,251.109375,253.859375,2.75,rho_1,1.0
7000,2,7020281428,3,3,8788,0.6228571428571429,0.006556807785868248,0.01623320759027195,0.22315675008576363,0.016579457907937467,0.2901527499780059,0.016995250014588237,176,3.7662857142857145,15.0,59510,0.01275020802859217,6.641692016273737e-05,0.2773330829804763,0.5298859159229323,1.0,7.346938775510204e-07,8.16326530612245e-08,sparse,4.188338999999999,0.5656756670214236,6.298151969909668,253.859375,254.578125,0.71875,rho_1,1.0
7000,3,7020281429,3,3,8799,0.6618571428571428,9.867210170688629e-05,0.0023099728349389916,0.2278662919998169,0.01651625009253621,0.227535416954197,0.019617290934547782,172,3.771,12.0,59576,0.008876082953065634,6.270792800933123e-05,0.2185937500325963,0.47191508300602436,1.0,7.346938775510204e-07,8.16326530612245e-08,sparse,3.816175000000001,0.5110866250470281,6.303075790405273,254.578125,254.734375,0.15625,rho_1,1.0
7000,4,7020281430,3,3,8965,0.661,3.639425684836642e-05,0.0016554977195305622,0.23151399998459965,0.01700600003823638,0.253361624898389,0.017713499953970313,153,3.842142857142857,12.0,60607,0.011098541901446879,0.0001391660189256072,0.24212087492924184,0.5018785828724504,1.0,7.346938775510204e-07,8.16326530612245e-08,sparse,3.9616460000000018,0.5394958340330049,6.365163803100586,254.734375,255.140625,0.40625,rho_1,1.0
7000,5,7020281431,3,3,8798,0.6255714285714286,0.005692281559288044,0.009686989753230272,0.22869224997702986,0.016753750038333237,0.28652662492822856,0.016878416994586587,164,3.7705714285714285,12.0,59570,0.016912917024455965,7.150007877498865e-05,0.26953841594513506,0.5319688330637291,1.0,7.346938775510204e-07,8.16326530612245e-08,sparse,4.041751000000005,0.5686401249840856,6.301570892333984,255.140625,257.328125,2.1875,rho_1,1.0
8000,1,8020284427,3,3,10318,0.627625,0.006899691186144282,0.01709492729205204,0.28112787508871406,0.01908716605976224,0.2831875419942662,0.020057542016729712,184,3.86925,13.0,69688,0.012320415931753814,6.433296948671341e-05,0.27080016606487334,0.5833999561145902,1.0,5.625e-07,6.25e-08,sparse,4.0279469999999975,0.6263863749336451,7.301699638366699,257.328125,257.65625,0.328125,rho_1,1.0
8000,2,8020284428,3,3,9908,0.664625,-1.0348689953798328e-05,0.0001529482070300696,0.2635872500250116,0.019347958033904433,0.19928279193118215,0.0243669580668211,210,3.7155,14.0,67172,0.010566457989625633,7.516704499721527e-05,0.18863679200876504,0.4822136251023039,1.0,5.625e-07,6.25e-08,sparse,3.4141360000000134,0.5335439579794183,7.151541709899902,257.65625,257.65625,0.0,rho_1,1.0
8000,3,8020284429,3,3,10049,0.6,0.024184794533720105,0.02626951634686156,0.26565383293200284,0.018502374994568527,0.3912759170634672,0.019316624966450036,180,3.768375,13.0,68078,0.012192416936159134,6.616709288209677e-05,0.3790147500112653,0.6754295419668779,1.0,5.625e-07,6.25e-08,sparse,4.777997999999997,0.7166158329928294,7.205278396606445,257.65625,257.65625,0.0,rho_1,1.0
8000,4,8020284430,3,3,10157,0.627875,0.006927980303277049,0.010995648942866348,0.2619023750303313,0.018372667022049427,0.30711116699967533,0.019231374957598746,167,3.808875,13.0,68739,0.020906000048853457,9.9916011095047e-05,0.2861023750156164,0.5873833331279457,1.0,5.625e-07,6.25e-08,sparse,4.4194809999999904,0.6281284999568015,7.243587493896484,257.65625,259.859375,2.203125,rho_1,1.0
8000,5,8020284431,3,3,10025,0.664,1.2725512132539814e-06,0.0003575580632872083,0.260339375003241,0.01866929093375802,0.2063575000502169,0.01954045903403312,169,3.759375,13.0,67943,0.010147500084713101,7.53339845687151e-05,0.1961320829577744,0.48536358296405524,1.0,5.625e-07,6.25e-08,sparse,3.4435410000000104,0.5301757919369265,7.193992614746094,259.859375,259.9375,0.078125,rho_1,1.0
9000,1,9020287427,3,3,11373,0.6341111111111111,0.002761103936988012,0.010778573495200451,0.30202745890710503,0.021708333981223404,0.3274414170300588,0.021796250017359853,196,3.791,13.0,76988,0.02628720796201378,9.44170169532299e-05,0.3010567920282483,0.6511742098955438,1.0,4.4444444444444444e-07,4.938271604938272e-08,sparse,4.125334000000009,0.698908333084546,8.130556106567383,259.9375,254.78125,-5.15625,rho_1,1.0
9000,2,9020287428,3,3,11407,0.6614444444444444,2.930349044561187e-05,0.0010041651227947314,0.3040887500392273,0.022915375069715083,0.2094612920191139,0.03128929098602384,201,3.8023333333333333,14.0,77211,0.012007458019070327,7.499998901039362e-05,0.1973758339881897,0.5364624171052128,1.0,4.4444444444444444e-07,4.938271604938272e-08,sparse,3.605538999999993,0.5999368339544162,8.141801834106445,254.78125,257.140625,2.359375,rho_1,1.0
9000,3,9020287429,3,3,11385,0.6384444444444445,0.0035907589219028122,0.005223341446188533,0.2973249589558691,0.02165795909240842,0.37185495905578136,0.02313170803245157,220,3.795,13.0,77052,0.017486084019765258,0.00024058297276496887,0.3541248750407249,0.6908344600815326,1.0,4.4444444444444444e-07,4.938271604938272e-08,sparse,4.457628,0.739883792004548,8.134724617004395,257.140625,258.078125,0.9375,rho_1,1.0
9000,4,9020287430,3,3,11136,0.6572222222222223,0.00033549940526696523,0.00640970959099686,0.2870117499260232,0.020586457918398082,0.15306008304469287,0.031170208007097244,213,3.712,12.0,75555,0.014459374942816794,7.204106077551842e-05,0.1385258750524372,0.46065549890045077,1.0,4.4444444444444444e-07,4.938271604938272e-08,sparse,3.1603230000000053,0.5264277079841122,8.043865203857422,258.078125,258.078125,0.0,rho_1,1.0
9000,5,9020287431,3,3,11202,0.6554444444444445,0.0003553170238526295,0.0034449031913800915,0.3105658330023289,0.020701083005405962,0.2614012910053134,0.026953250053338706,225,3.734,13.0,75965,0.014296083012595773,6.433308590203524e-05,0.24703804205637425,0.5926653741626069,1.0,4.4444444444444444e-07,4.938271604938272e-08,sparse,3.881725000000017,0.6433535419637337,8.067099571228027,258.078125,259.890625,1.8125,rho_1,1.0
10000,1,10020290427,3,3,12575,0.6625,5.386329993681107e-05,0.0021411329394030176,0.3245921250199899,0.022680666064843535,0.12845320906490088,0.034430333063937724,232,3.7725,14.0,85174,0.016559542040340602,7.983401883393526e-05,0.11181108397431672,0.4757232511183247,1.0,3.6e-07,4e-08,sparse,2.901877000000013,0.5404377920785919,9.011674880981445,259.890625,261.515625,1.625,rho_1,1.0
10000,2,10020290428,3,3,12528,0.6577,0.00022096853537902588,0.005474482650164126,0.3426960420329124,0.023408291046507657,0.2195231249788776,0.034606667002663016,229,3.7584,13.0,84889,0.010988582973368466,7.883296348154545e-05,0.20845158398151398,0.585623332997784,1.0,3.6e-07,4e-08,sparse,3.662708000000009,0.656110665993765,8.994037628173828,261.515625,261.75,0.234375,rho_1,1.0
10000,3,10020290429,3,3,12538,0.647,0.001081849479105952,0.006446039498725655,0.32968316704500467,0.024773291079327464,0.27171612496022135,0.028610167093575,225,3.7614,13.0,84957,0.01472629199270159,0.00016562500968575478,0.256819500005804,0.6261678751325235,1.0,3.6e-07,4e-08,sparse,3.917214999999999,0.6846180829452351,8.998520851135254,261.75,262.5625,0.8125,rho_1,1.0
10000,4,10020290430,3,3,12624,0.6601,0.00015848366966706722,0.003832970413171996,0.32761870801914483,0.02391416602768004,0.18802500003948808,0.0378551670582965,218,3.7872,15.0,85486,0.014658167026937008,0.0001662920694798231,0.17319558397866786,0.5395529171219096,1.0,3.6e-07,4e-08,sparse,3.4707710000000134,0.6131982909282669,9.030279159545898,262.5625,266.359375,3.796875,rho_1,1.0
10000,5,10020290431,3,3,12551,0.6623,4.8235147659037146e-05,0.002109450107576806,0.32549524994101375,0.02323362499009818,0.13658900000154972,0.023190125008113682,230,3.7653,13.0,85028,0.0165640419581905,7.30839092284441e-05,0.11994899995625019,0.48531500075478107,1.0,3.6e-07,4e-08,sparse,2.727291000000008,0.539790750015527,9.002845764160156,266.359375,266.5,0.140625,rho_1,1.0
1000,1,1020263427,3,3,8759,0.002,0.9940030362131663,0.9876058551993107,0.24398799997288734,0.01630395802203566,0.03192229091655463,0.00453820894472301,0,26.277,43.0,51638,0.0020965839503332973,2.954190131276846e-05,0.029792790999636054,0.2922108748462051,6.907755278982137,0.00024867919004335694,2.763102111592855e-05,sparse,1.731628999999998,0.32056374999228865,4.238030433654785,266.5,266.5,0.0,rho_log_n,6.907755278982137
