n,K,rho_n,rep,seed,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,zhou_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
5000,5,8.0,10,25260452,3,34732,0.1578,0.6444560430375356,0.5965260207055416,1.2924121249234304,0.07644345797598362,0.14515574998222291,0.01854333293158561,0,0.0,20.8392,41.0,35158.419200000004,7.03168384,21.095051520000002,0.03990401921920999,212414,0.01433062506839633,7.924996316432953e-05,0.13073979096952826,1.514005248900503,1.152e-05,1.28e-06,sparse,3.9773420000000215,1.671214875066653,17.992048263549805,269.34375,280.09375,10.75
5000,6,8.0,1,26260446,3,32788,0.503,0.16142954185341193,0.17191939325066136,1.0893215839751065,0.06995325000025332,0.45198999997228384,0.015320166945457458,0,0.0,19.6728,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,200842,0.03307962499093264,9.174994193017483e-05,0.41881466703489423,1.6112608759431168,1.152e-05,1.28e-06,sparse,5.564883999999978,1.7245869579492137,17.06252956390381,280.09375,286.53125,6.4375
5000,6,8.0,2,26260447,3,32354,0.5546,0.15300119465709067,0.16649277504333884,1.18467149999924,0.08013158303219825,0.5249343330506235,0.015808583004400134,0,0.0,19.4124,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,198342,0.03598208294715732,0.00010249996557831764,0.4888449589489028,1.7897326248930767,1.152e-05,1.28e-06,sparse,6.453178000000008,1.9121960420161486,16.851821899414062,286.53125,287.109375,0.578125
5000,6,8.0,3,26260448,3,32690,0.4912,0.17240946569248963,0.1812582877296962,1.1062317920150235,0.07189345802180469,0.45708212500903755,0.015401541953906417,0,0.0,19.614,40.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,200204,0.030996999936178327,9.654206223785877e-05,0.4259849590016529,1.6352037510368973,1.152e-05,1.28e-06,sparse,5.866555000000005,1.7505159579450265,17.0081844329834,287.109375,290.265625,3.15625
5000,6,8.0,4,26260449,3,32877,0.4714,0.19786568537624366,0.2043334529568798,1.1771655410993844,0.069169707945548,0.47623591707088053,0.01588470907881856,0,0.0,19.7262,38.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,201368,0.03460224997252226,8.379097562283278e-05,0.4415456249844283,1.7225669149775058,1.152e-05,1.28e-06,sparse,6.253146000000015,1.8385034590028226,17.10698699951172,290.265625,292.53125,2.265625
5000,6,8.0,5,26260450,3,32507,0.5132,0.14956310310225213,0.15761004934301087,1.1894087080145255,0.07106491597369313,0.4789122499059886,0.015520958928391337,0,0.0,19.5042,36.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,199196,0.036436584079638124,9.779201354831457e-05,0.44237258308567107,1.739380583167076,1.152e-05,1.28e-06,sparse,6.205785999999989,1.8537069999147207,16.922569274902344,292.53125,293.3125,0.78125
5000,6,8.0,6,26260451,3,32594,0.4832,0.18075307664970697,0.18726593434046215,1.135532750049606,0.07021229190286249,0.5238955829991028,0.015280542080290616,0,0.0,19.5564,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,199678,0.031928124953992665,8.129200432449579e-05,0.491882583941333,1.7296370428521186,1.152e-05,1.28e-06,sparse,6.468151000000006,1.8446647500386462,16.964241981506348,293.3125,293.390625,0.078125
5000,6,8.0,7,26260452,3,32749,0.5102,0.16107845209876523,0.17244868714610243,1.1136624579085037,0.07217325002420694,0.41928641695994884,0.015881541999988258,0,0.0,19.6494,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,200650,0.02834149997215718,8.337502367794514e-05,0.39085649990011007,1.6051170828286558,1.152e-05,1.28e-06,sparse,5.7736830000000054,1.7279540420277044,17.048081398010254,293.390625,293.4375,0.046875
5000,6,8.0,8,26260453,3,32829,0.4794,0.1836898660048171,0.19005183493415215,1.2207904580282047,0.0697560419794172,0.4468388750683516,0.015033709001727402,0,0.0,19.6974,42.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,201092,0.03399029199499637,9.275006595999002e-05,0.41275174997281283,1.7373812920413911,1.152e-05,1.28e-06,sparse,5.975558000000007,1.8538230420090258,17.084571838378906,293.4375,293.46875,0.03125
5000,6,8.0,9,26260454,3,32859,0.5408,0.14501440126914628,0.15619488588374136,1.20283945905976,0.07369504205416888,0.5053371249232441,0.017003374989144504,0,0.0,19.7154,39.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,201214,0.03225699998438358,9.062490426003933e-05,0.47298508300445974,1.7818672090070322,1.152e-05,1.28e-06,sparse,6.143003999999991,1.9084406669717282,17.094698905944824,293.46875,294.125,0.65625
5000,6,8.0,10,26260455,3,32444,0.493,0.17747305391207469,0.19091705123554173,1.1573670420330018,0.06884066702332348,0.5131258339388296,0.01564091700129211,0,0.0,19.4664,37.0,32555.284142080003,6.511056828416001,19.533170485248004,0.027694498899779957,198764,0.03671312506776303,9.066704660654068e-05,0.47631795902270824,1.739329460193403,1.152e-05,1.28e-06,sparse,6.262350999999995,1.852473875042051,16.892404556274414,294.125,294.796875,0.671875
5000,8,8.0,1,28260452,3,29899,0.8456,0.0037271381566210187,0.008604316072736871,0.9927023750497028,0.06592683307826519,0.6595692499540746,0.016636500018648803,0,0.0,17.9394,37.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,183726,0.05001999996602535,9.154202416539192e-05,0.6094540829071775,1.7181948330253363,1.152e-05,1.28e-06,sparse,7.021321,1.832625166978687,15.710854530334473,294.796875,295.328125,0.53125
5000,8,8.0,2,28260453,3,29963,0.839,0.004493254808354087,0.009821146895484065,1.090492874966003,0.06326320802327245,0.7255428329808637,0.015288915950804949,0,0.0,17.9778,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184060,0.047150665894150734,0.00035158300306648016,0.6780365830054507,1.8792949148919433,1.152e-05,1.28e-06,sparse,7.293693000000019,1.9881174160400406,15.74460220336914,295.328125,295.34375,0.015625
5000,8,8.0,3,28260454,3,29889,0.8438,0.004564989586199325,0.010375938070382642,1.1430708749685436,0.06679287494625896,0.6781305409967899,0.01657437498215586,0,0.0,17.9334,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,183614,0.05253508302848786,0.00011012505274266005,0.6254810830578208,1.887990041053854,1.152e-05,1.28e-06,sparse,7.3946450000000254,2.0026687500067055,15.700395584106445,295.34375,295.421875,0.078125
5000,8,8.0,4,28260455,3,30073,0.838,0.003807312669080283,0.009018867604089756,1.1416358340065926,0.06437583302613348,0.7530870840419084,0.014868417056277394,0,0.0,18.0438,37.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184692,0.05360941693652421,0.00011145800817757845,0.6993624160531908,1.9590949580306187,1.152e-05,1.28e-06,sparse,7.796389000000033,2.0646197920432314,15.793906211853027,295.421875,295.484375,0.0625
5000,8,8.0,5,28260456,3,30013,0.8504,0.001559288358593311,0.004959950054580922,1.13605145807378,0.06757266691420227,0.7730002499883994,0.015690291998907924,0,0.0,18.0078,36.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184434,0.05071574996691197,0.0001739590661600232,0.7221057090209797,1.976619543042034,1.152e-05,1.28e-06,sparse,8.05332100000004,2.096692208084278,15.770813941955566,295.484375,295.546875,0.0625
5000,8,8.0,6,28260457,3,29759,0.8494,0.0019524671637398776,0.005696353071840514,1.0678667080355808,0.06284495792351663,0.7376325830118731,0.01581466698553413,0,0.0,17.8554,34.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,182834,0.055971583002246916,9.087496437132359e-05,0.6815654159290716,1.8683395398547873,1.152e-05,1.28e-06,sparse,7.5579139999999825,1.9741535419598222,15.639963150024414,295.546875,295.5625,0.015625
5000,8,8.0,7,28260458,3,30080,0.8432,0.0031794837371568563,0.007696128789159104,1.016400249907747,0.06757391698192805,0.7513882090570405,0.015786958974786103,0,0.0,18.048,35.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184764,0.05190979200415313,0.00011487503070384264,0.6993593749357387,1.8353582088602707,1.152e-05,1.28e-06,sparse,7.407114999999976,1.9507026670034975,15.79768180847168,295.5625,295.625,0.0625
5000,8,8.0,8,28260459,3,30001,0.842,0.0033653101404606304,0.007889356901305695,1.109221208957024,0.06409758306108415,0.6733412499306723,0.01493320893496275,0,0.0,18.0006,35.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184318,0.04815262497868389,0.00010954204481095076,0.6250752080231905,1.8466561670647934,1.152e-05,1.28e-06,sparse,7.235253999999998,1.9515507090836763,15.762367248535156,295.625,297.03125,1.40625
5000,8,8.0,9,28260460,3,29972,0.8468,0.0029911317527892864,0.00736344743904642,1.087461916031316,0.06767466699238867,0.9006344169611111,0.015983124962076545,0,0.0,17.9832,39.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,184044,0.05065791599918157,0.00014679203741252422,0.8498254580190405,2.055766749079339,1.152e-05,1.28e-06,sparse,8.68237099999999,2.1655196669744328,15.74298095703125,297.03125,297.265625,0.234375
5000,8,8.0,10,28260461,3,29679,0.8434,0.0027477795475506907,0.006904405375444786,0.9861068339087069,0.06427841691765934,0.6727273330325261,0.015418917057104409,0,0.0,17.8074,37.0,29968.0192,5.99360384,17.98081152,0.015559414403889181,182392,0.04954137501772493,0.00011012505274266005,0.623071875073947,1.7231086259707808,1.152e-05,1.28e-06,sparse,7.110275999999999,1.8298772920388728,15.597474098205566,297.265625,297.265625,0.0
5000,10,8.0,1,30260458,3,28625,0.8782,0.0009483452724426754,0.005455701421704038,0.9659954999806359,0.06358420802280307,0.8348391249310225,0.019557040999643505,0,0.0,17.175,36.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176126,0.09343391703441739,0.00014054204802960157,0.7412608750164509,1.8644150421023369,1.152e-05,1.28e-06,sparse,7.437664999999981,1.9845218749251217,15.153013229370117,297.265625,297.609375,0.34375
5000,10,8.0,2,30260459,3,28627,0.874,0.001655655829400311,0.00672601456420597,0.9712562080239877,0.06134008406661451,0.8489434589864686,0.01757954095955938,0,0.0,17.1762,36.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176140,0.054975374951027334,0.00012366706505417824,0.7938408330082893,1.881536167114973,1.152e-05,1.28e-06,sparse,7.9022750000000315,2.000870457966812,15.155198097229004,297.609375,297.65625,0.046875
5000,10,8.0,3,30260460,3,28710,0.8748,0.0015066153415048305,0.0064948191953124144,1.0265412920853123,0.06380483403336257,0.910830624983646,0.01625954092014581,0,0.0,17.226,34.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176638,0.06705291604157537,0.00012133305426687002,0.8436512500047684,2.0011716252192855,1.152e-05,1.28e-06,sparse,8.177637000000004,2.1095740840537474,15.198113441467285,297.65625,299.796875,2.140625
5000,10,8.0,4,30260461,3,28939,0.8742,0.0010047873373813807,0.005506995406821603,1.0963468750705943,0.06212329200934619,0.809965958003886,0.02844491705764085,0,0.0,17.3634,36.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,178016,0.06049479206558317,0.0002300000051036477,0.7492344999918714,1.9684294591424987,1.152e-05,1.28e-06,sparse,8.120873999999958,2.1156307499622926,15.306658744812012,299.796875,300.625,0.828125
5000,10,8.0,5,30260462,3,29068,0.87,0.002388061936661441,0.008115196488997639,1.0435359999537468,0.07947679201606661,0.8127477089874446,0.016618416062556207,0,0.0,17.4408,38.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,178744,0.06648962502367795,0.00017966702580451965,0.7460737910587341,1.93575587507803,1.152e-05,1.28e-06,sparse,4.881167000000005,2.069601041963324,15.373970031738281,300.625,263.421875,-37.203125
5000,10,8.0,6,30260463,3,28855,0.873,0.001208551954333173,0.005778902230813257,1.2678417910356075,0.08027687494177371,0.911573167075403,0.020600207964889705,0,0.0,17.313,33.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,177524,0.07538608298636973,0.0001614170614629984,0.8360202079638839,2.2596863739890978,1.152e-05,1.28e-06,sparse,7.053836999999987,2.4044865840114653,15.2681245803833,263.40625,145.890625,-117.515625
5000,10,8.0,7,30260464,3,28599,0.8752,0.0008270938002153556,0.005077151396438346,1.0043927079532295,0.06838483409956098,0.7992324579972774,0.024679458001628518,0,0.0,17.1594,33.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176008,0.06008054199628532,0.00015162501949816942,0.7389962080633268,1.8720059171319008,1.152e-05,1.28e-06,sparse,7.038411999999994,2.029343166970648,15.141560554504395,259.40625,271.25,11.84375
5000,10,8.0,8,30260465,3,28685,0.8724,0.000980353589163877,0.0054342524319552455,1.2114057500148192,0.06171154195908457,0.8180748330196366,0.023477167007513344,0,0.0,17.211,33.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176488,0.061340417014434934,0.00012462504673749208,0.756605708040297,2.0911880420753732,1.152e-05,1.28e-06,sparse,7.323159999999973,2.2328320409869775,15.182403564453125,271.25,270.640625,-0.609375
5000,10,8.0,9,30260466,3,28655,0.8738,0.0017008271744197636,0.00691770221629136,1.000176583067514,0.06603616604115814,0.7708696669433266,0.015011916984803975,0,0.0,17.193,33.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,176320,0.06658866698853672,0.00013562501408159733,0.7041409170487896,1.83707795816008,1.152e-05,1.28e-06,sparse,7.084772999999984,1.9521049580071121,15.17005443572998,270.640625,277.03125,6.390625
5000,10,8.0,10,30260467,3,28883,0.8732,0.001676688800751032,0.00682551490970247,1.0507182920118794,0.06680170900654048,0.9057242920389399,0.01615958393085748,0,0.0,17.3298,33.0,28771.219200000003,5.754243840000001,17.262731520000003,0.009946046832415702,177684,0.06703875004313886,0.0002452919725328684,0.8384359170449898,2.0232399600790814,1.152e-05,1.28e-06,sparse,8.089678000000049,2.1339822500012815,15.281534194946289,277.03125,283.65625,6.625
5000,12,8.0,1,32260464,3,27913,0.889,0.0013061615292296203,0.007737847798364703,0.9330490829888731,0.061206832993775606,0.9380534999072552,0.015421791933476925,0,0.0,16.7478,33.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,171916,0.058415040955878794,0.00023579108528792858,0.879396167001687,1.9323029150255024,1.152e-05,1.28e-06,sparse,8.798932000000036,2.030241333064623,14.874009132385254,283.9375,285.171875,1.234375
5000,12,8.0,2,32260465,3,28187,0.8912,0.0008066333628051804,0.006539928105525496,1.0622849579667673,0.06406512495595962,0.8696297080023214,0.015756083885207772,0,0.0,16.9122,36.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,173570,0.07132237497717142,0.00013983307871967554,0.7981631250586361,1.995975416037254,1.152e-05,1.28e-06,sparse,8.603909000000044,2.1028952500782907,15.014983177185059,285.171875,286.390625,1.21875
5000,12,8.0,3,32260466,3,27834,0.8964,0.00016984713892420413,0.005255629578451528,1.0442922920919955,0.06103770900517702,1.0311167920008302,0.01516558404546231,0,0.0,16.7004,35.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,171440,0.07950016693212092,0.00011158303823322058,0.9515009579481557,2.1364427090156823,1.152e-05,1.28e-06,sparse,9.531700999999998,2.2334679160267115,14.836831092834473,286.390625,286.5,0.109375
5000,12,8.0,4,32260467,3,28091,0.894,0.00043621846401948233,0.005859824446968065,1.0250981249846518,0.06500083289574832,0.9092919169925153,0.01606595900375396,0,0.0,16.8546,34.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,172936,0.0713263750076294,0.00021945801563560963,0.8377342079766095,1.9993789988802746,1.152e-05,1.28e-06,sparse,8.681838000000027,2.0958016249351203,14.964319229125977,286.5,286.875,0.375
5000,12,8.0,5,32260468,3,27909,0.8918,0.0007933793769854603,0.006630051008614562,1.0667317080078647,0.06131087499670684,0.8574588330229744,0.015535582904703915,0,0.0,16.7454,34.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,171894,0.06276616698596627,0.0001117499778047204,0.7945771670201793,1.9854976669885218,1.152e-05,1.28e-06,sparse,8.70363900000001,2.0816731670638546,14.879264831542969,286.875,287.703125,0.828125
5000,12,8.0,6,32260469,3,28011,0.8942,0.0005031823337578024,0.006006255781671042,1.013570333016105,0.06412466603796929,0.9099472919479012,0.016872207983396947,0,0.0,16.8066,34.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,172460,0.07198470795992762,0.000136749935336411,0.8378220420563594,1.9876384990056977,1.152e-05,1.28e-06,sparse,8.811825999999996,2.0914315410191193,14.923714637756348,287.703125,287.71875,0.015625
5000,12,8.0,7,32260470,3,28154,0.8906,0.0016650186873199701,0.00870554713712396,1.09474254201632,0.06105895806103945,0.9035437919665128,0.016383875044994056,0,0.0,16.8924,35.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,173444,0.07475658296607435,0.00012750003952533007,0.8286554580554366,2.0593410411383957,1.152e-05,1.28e-06,sparse,8.900120000000015,2.1676874589174986,15.005066871643066,287.71875,287.71875,0.0
5000,12,8.0,8,32260471,3,28213,0.8908,0.0012480534506433894,0.007625381893075534,1.0006013750098646,0.06388858309946954,0.9391213329508901,0.014596416032873094,0,0.0,16.9278,39.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,173702,0.0804196250392124,0.0007987919962033629,0.8578977499855682,2.003606125130318,1.152e-05,1.28e-06,sparse,8.82274000000001,2.102178291999735,15.026954650878906,287.71875,287.734375,0.015625
5000,12,8.0,9,32260472,3,28159,0.8924,0.0009707206050980769,0.007099477383353745,1.0695617920719087,0.06243170890957117,0.936771749984473,0.017221375019289553,0,0.0,16.8954,34.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,173338,0.07666899997275323,0.0001389170065522194,0.8599598750006407,2.068761292961426,1.152e-05,1.28e-06,sparse,9.225006999999948,2.180024500004947,15.001567840576172,287.734375,288.1875,0.453125
5000,12,8.0,10,32260473,3,28098,0.8954,0.0008448746040458208,0.007017889642591026,0.9903553749900311,0.06287654105108231,1.0065234589856118,0.015373333939351141,0,0.0,16.8588,34.0,28121.506355200003,5.62430127104,16.87290381312,0.0068986897019259795,172978,0.06344570801593363,0.00013441697228699923,0.9429397500352934,2.0597517910646275,1.152e-05,1.28e-06,sparse,9.410441999999989,2.162862709024921,14.96768569946289,288.1875,289.046875,0.859375
