rho_n,method,rep,seed,n,K,m,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
2.0,Random sampling,4,220260431,5000,3,3,12698,0.4822,0.13678282447318282,0.13303195235268378,0.4266447079135105,0.029759834054857492,0.36209116701502353,0.016416915925219655,4,0.0008,7.6188,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.002481500036083162,0.011274917051196098,43014,29994,0.7,56523,0.013769209035672247,0.00012000009883195162,0.34819779195822775,1.0720561752095217,0.87722874238416,0.8184915430611,2.88e-06,3.2e-07,sparse,4.191324000000009,0.9375377079704776,7.868253707885742,296.40625,296.828125,0.421875
2.0,Random sampling,5,220260432,5000,3,3,12696,0.2262,0.4364731137343977,0.37264369281424087,0.4264479579869658,0.028837166959419847,0.12326037499587983,0.02162412495817989,4,0.0008,7.6176,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.0022813749965280294,0.01452162500936538,43006,30118,0.7,56700,0.016814999980852008,7.149996235966682e-05,0.10637037502601743,1.078985762727711,0.8736600392644097,0.5785419999156147,2.88e-06,3.2e-07,sparse,2.8658670000000086,0.7251229579560459,7.874921798706055,296.828125,297.859375,1.03125
2.0,Random sampling,6,220260433,5000,3,3,12708,0.4312,0.21444683431566275,0.19024169278352948,0.41082991706207395,0.02781016705557704,0.2873323750682175,0.01661066699307412,5,0.001,7.6248,21.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.0024105419870465994,0.01358887495007366,43043,30034,0.7,56566,0.01601200003642589,0.00016499997582286596,0.2711500839795917,1.0728403692438562,0.8684027426791948,0.7259671681094915,2.88e-06,3.2e-07,sparse,3.784803000000011,0.841157708899118,7.876713752746582,297.859375,298.515625,0.65625
2.0,Random sampling,7,220260434,5000,3,3,12690,0.2492,0.3921748578678482,0.3332393624595478,0.41565074992831796,0.02830904198344797,0.16553600004408509,0.028923542005941272,1,0.0002,7.614,20.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.0022350000217556953,0.015727124991826713,42993,30009,0.7,56548,0.0179723339388147,7.062510121613741e-05,0.14748937508556992,1.071667016350184,0.8650491610448519,0.6094921260373667,2.88e-06,3.2e-07,sparse,3.2352089999999976,0.7763618329772726,7.8690338134765625,298.515625,298.515625,0.0
2.0,Random sampling,8,220260435,5000,3,3,12538,0.637,0.003548297304386807,0.011647714532849298,0.42175995896104723,0.028068792074918747,0.24430200003553182,0.020289374981075525,4,0.0008,7.5228,21.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.002498666988685727,0.008120042039081454,42527,29569,0.7,55719,0.01064504194073379,0.00016179203521460295,0.23348916706163436,1.0681117734795673,0.8914749595219641,0.6941247520735487,2.88e-06,3.2e-07,sparse,3.429296999999991,0.8157948750304058,7.776524543762207,298.515625,298.609375,0.09375
2.0,Random sampling,9,220260436,5000,3,3,12507,0.4886,0.1213643187844061,0.11819383216811116,0.4073097090004012,0.0287699579494074,0.21338133397512138,0.025185875012539327,3,0.0006,7.5042,18.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.0024986660573631525,0.02061133401002735,42429,29718,0.7,55935,0.02312366699334234,7.17920484021306e-05,0.19018254207912832,1.0788261898261928,0.8783952482656358,0.6494576680706814,2.88e-06,3.2e-07,sparse,3.252681999999993,0.8078995839459822,7.7708635330200195,298.609375,298.734375,0.125
2.0,Random sampling,10,220260437,5000,3,3,12588,0.2206,0.4477591169868869,0.3817006376742649,0.4316042499849573,0.028880333993583918,0.14904450008179992,0.01866416702978313,1,0.0002,7.5528,19.0,12577.932147200001,2.5155864294400003,7.5467592883200005,0.11097779555911182,0.002655083080753684,0.012910124962218106,42671,29781,0.7,56085,0.015606916975229979,7.212499622255564e-05,0.1333618329372257,1.0745810258453523,0.8729693655663469,0.6095254588872194,2.88e-06,3.2e-07,sparse,2.8302500000000066,0.7433317500399426,7.809882164001465,298.734375,298.734375,0.0
4.0,Random sampling,1,420260428,5000,3,3,25519,0.051,0.8528092238664112,0.7846331156292494,0.8127202920150012,0.054613125044852495,0.08398879098240286,0.019712958950549364,0,0.0,15.3114,31.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0038142080884426832,0.007479374995455146,81218,56979,0.7,110456,0.0113038340350613,5.862500984221697e-05,0.07262170896865427,1.0653725380501302,0.7924501311661085,0.9513175850734115,5.76e-06,6.4e-07,sparse,3.5523290000000003,1.1913317500147969,14.986584663391113,298.734375,307.0625,8.328125
4.0,Random sampling,2,420260429,5000,3,3,25326,0.0554,0.8407645933352134,0.7713549764077846,0.8422479170840234,0.06247820798307657,0.10712499998044223,0.02126129192765802,0,0.0,15.1956,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004099500016309321,0.007219917024485767,80638,56188,0.7,108878,0.011358708026818931,0.0002649170346558094,0.09549758303910494,1.0599969915552931,0.7917554009847719,1.0118473331676796,5.76e-06,6.4e-07,sparse,3.475058000000004,1.2497576660243794,14.851922988891602,307.0625,311.203125,4.140625
4.0,Random sampling,3,420260430,5000,3,3,24917,0.0566,0.8373707685143716,0.7666819550722866,0.8627909999340773,0.05714975006412715,0.1238548329565674,0.027091874973848462,0,0.0,14.9502,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004755583009682596,0.008614166057668626,79477,55709,0.7,107995,0.013384709018282592,7.329194340854883e-05,0.11039216700010002,1.0598155323835938,0.7951262015421453,1.0437909179599956,5.76e-06,6.4e-07,sparse,3.318835000000007,1.3031768340151757,14.658305168151855,311.203125,272.6875,-38.515625
4.0,Random sampling,4,420260431,5000,3,3,25209,0.0514,0.8516812843938786,0.7833484231818161,0.8364249999867752,0.07053416699636728,0.12644479190930724,0.02229783299844712,0,0.0,15.1254,34.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.006397834047675133,0.007654958986677229,80311,56093,0.7,108804,0.014066707924939692,6.975000724196434e-05,0.11230466701090336,1.0569889627715507,0.7919222670195212,1.0334002919262275,5.76e-06,6.4e-07,sparse,2.918746999999996,1.321163292042911,14.801137924194336,272.6875,275.453125,2.765625
4.0,Random sampling,5,420260432,5000,3,3,25154,0.0488,0.8589062215966227,0.7919760242030053,0.7935113330604509,0.05485183303244412,0.13224770803935826,0.024211207986809313,0,0.0,15.0924,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.00411079206969589,0.007323291967622936,80166,56065,0.7,108657,0.01146879093721509,5.879194941371679e-05,0.12071637494955212,1.0613687101835163,0.7956579519750357,0.9806071239290759,5.76e-06,6.4e-07,sparse,3.5894169999999974,1.218291207915172,14.776865005493164,275.453125,274.421875,-1.03125
4.0,Random sampling,6,420260433,5000,3,3,25076,0.0572,0.8357347368180622,0.7647955618314297,0.7764700829284266,0.05319000000599772,0.0942499169614166,0.02405558293685317,0,0.0,15.0456,30.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0037404580507427454,0.007163874921388924,79927,55915,0.7,108315,0.010913750040344894,5.5333017371594906e-05,0.08327741711400449,1.062677332900103,0.7940490310545383,0.9239065831061453,5.76e-06,6.4e-07,sparse,2.9610210000000166,1.2045448749559,14.729570388793945,274.421875,279.296875,4.875
4.0,Random sampling,7,420260434,5000,3,3,25157,0.0544,0.8433955077314065,0.7748908131988854,0.8660857089562342,0.05305554193910211,0.14247004105709493,0.02164779102895409,0,0.0,15.0942,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0037907910300418735,0.00719125010073185,80144,56049,0.7,108586,0.010992208030074835,6.187509279698133e-05,0.1314115000423044,1.0651793095365434,0.7957329257738294,1.0616068340605125,5.76e-06,6.4e-07,sparse,3.9031619999999805,1.2949390000430867,14.776594161987305,279.296875,281.421875,2.125
4.0,Random sampling,8,420260435,5000,3,3,25161,0.0514,0.8517074084134846,0.7833262495106904,0.8082356250379235,0.05477337504271418,0.10122520802542567,0.021442207973450422,0,0.0,15.0966,32.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.004222457995638251,0.007942292024381459,80148,56098,0.7,108680,0.01219949999358505,0.0001239590346813202,0.08889745804481208,1.0647504405318544,0.7935298995227673,0.9642299171537161,5.76e-06,6.4e-07,sparse,3.335386999999997,1.2218399579869583,14.775546073913574,281.421875,281.5625,0.140625
4.0,Random sampling,9,420260436,5000,3,3,25100,0.0506,0.8539172165020188,0.7860675033253991,0.8439199579879642,0.0568654160015285,0.09376983309630305,0.0286130829481408,0,0.0,15.06,34.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.0037529999390244484,0.007229708018712699,79979,55874,0.7,108263,0.011015500058420002,5.916692316532135e-05,0.08269162499345839,1.0620106536006964,0.7915794516891553,0.9945516659645364,5.76e-06,6.4e-07,sparse,3.2271299999999883,1.2441127919591963,14.740594863891602,281.5625,285.921875,4.359375
4.0,Random sampling,10,420260437,5000,3,3,25038,0.0484,0.8600569279185419,0.7934365144135653,0.8066491670906544,0.05289262509904802,0.11763324995990843,0.020058208028785884,0,0.0,15.0228,29.0,25155.864294400002,5.031172858880001,15.093518576640001,0.11097779555911182,0.003936958033591509,0.007168167037889361,79780,55807,0.7,108177,0.011116791050881147,5.9834099374711514e-05,0.10645325004588813,1.0593923539357875,0.7953469301084239,0.9771716673858464,5.76e-06,6.4e-07,sparse,3.33472500000002,1.2238117910455912,14.70866870880127,285.921875,286.890625,0.96875
8.0,Random sampling,1,820260428,5000,3,3,50446,0.005,0.9850504213661871,0.9682550803234514,1.6146652910392731,0.13054591708350927,0.0907086250372231,0.02331299998331815,0,0.0,30.2676,54.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.008551999926567078,0.00711133296135813,155022,108538,0.7,213555,0.015887249959632754,0.00022054195869714022,0.07459295901935548,1.058170645495359,0.7629275179371364,1.8359119590604678,1.152e-05,1.28e-06,sparse,4.0689359999999795,2.308798374957405,28.710716247558594,286.890625,299.71875,12.828125
8.0,Random sampling,2,820260429,5000,3,3,50352,0.0056,0.9832655596229147,0.9652902729969858,1.6035942919552326,0.10898775001987815,0.07993125007487833,0.019829750061035156,0,0.0,30.2112,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.006859583081677556,0.006744291982613504,154751,108100,0.7,212720,0.013697874965146184,6.674998439848423e-05,0.06616224988829345,1.0558561830228956,0.7599969938048309,1.7925089168129489,1.152e-05,1.28e-06,sparse,4.4093710000000215,2.248682584031485,28.64797878265381,297.71875,304.796875,7.078125
8.0,Random sampling,3,820260430,5000,3,3,50061,0.0056,0.9832661028542835,0.9652131678552452,1.58845370891504,0.10615770798176527,0.1031928330194205,0.019664332969114184,0,0.0,30.0366,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.006938291946426034,0.007142582908272743,153900,107910,0.7,212343,0.014212540932931006,9.795802179723978e-05,0.088878917042166,1.0575880022525812,0.7568429723667728,1.7978008328936994,1.152e-05,1.28e-06,sparse,4.518932000000007,2.2204497499624267,28.517841339111328,303.796875,312.390625,8.59375
8.0,Random sampling,4,820260431,5000,3,3,50628,0.004,0.9880362292149515,0.9747221658189505,1.6828136250842363,0.10674516600556672,0.07229929103050381,0.021913458942435682,0,0.0,30.3768,55.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.0067255840403959155,0.006907167029567063,155567,108957,0.7,214418,0.013711332925595343,6.254203617572784e-05,0.05852233397308737,1.0578000166632795,0.7632594822036514,1.8618550000246614,1.152e-05,1.28e-06,sparse,4.401767000000007,2.2899829590460286,28.820070266723633,312.390625,321.09375,8.703125
8.0,Random sampling,5,820260432,5000,3,3,50009,0.0026,0.9922135093004539,0.9821937586781299,1.622756875003688,0.11035691702272743,0.10827774996869266,0.020048500038683414,0,0.0,30.0054,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.007258209050633013,0.006900958018377423,153713,107356,0.7,211260,0.014246916980482638,6.595894228667021e-05,0.0939578750403598,1.0541092872451727,0.7610677188813177,1.8413845429895446,1.152e-05,1.28e-06,sparse,4.522572999999994,2.2836457499070093,28.459609985351562,321.09375,321.6875,0.59375
8.0,Random sampling,6,820260433,5000,3,3,50370,0.004,0.9880315272246823,0.9740391041715003,1.60464341705665,0.11290658300276846,0.07341616600751877,0.01928595802746713,0,0.0,30.222,51.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.007092416984960437,0.006568667013198137,154797,108316,0.7,213103,0.013827499933540821,0.00015195808373391628,0.05943029199261218,1.0602406423694675,0.7614875256298101,1.7909597500693053,1.152e-05,1.28e-06,sparse,4.200856000000016,2.2372192500624806,28.662302017211914,321.6875,316.6875,-5.0
8.0,Random sampling,7,820260434,5000,3,3,49837,0.0034,0.989823782549487,0.9779603207643357,1.5868709579808637,0.10724191693589091,0.07884020800702274,0.019531916943378747,0,0.0,29.9022,53.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.006805957993492484,0.006509833037853241,153208,107289,0.7,211041,0.013410624931566417,6.195798050612211e-05,0.06536445894744247,1.0611798075656207,0.7622921260998224,1.7729499167762697,1.152e-05,1.28e-06,sparse,4.291486999999989,2.2220610410440713,28.38214683532715,316.6875,320.234375,3.546875
8.0,Random sampling,8,820260435,5000,3,3,50147,0.0028,0.9916140523354618,0.981116399318196,1.5826517500681803,0.1103549589170143,0.07345654198434204,0.01902641705237329,0,0.0,30.0882,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.006830915925092995,0.007649915991351008,154148,107731,0.7,211923,0.01461145794019103,6.65000407025218e-05,0.058773665921762586,1.0584357468593855,0.7627545954309257,1.7664583328878507,1.152e-05,1.28e-06,sparse,4.240276999999992,2.2160000829026103,28.540120124816895,320.234375,331.03125,10.796875
8.0,Random sampling,9,820260436,5000,3,3,50452,0.0042,0.9874345763462369,0.972652112033762,1.6073054589796811,0.11113595811184496,0.08580487500876188,0.020465833018533885,0,0.0,30.2712,52.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.007092291954904795,0.006629041978158057,155022,108405,0.7,213302,0.013856249977834523,9.874999523162842e-05,0.07184612506534904,1.0573441932101415,0.7608698630174993,1.8042425421299413,1.152e-05,1.28e-06,sparse,4.344753999999995,2.2500475000124425,28.702763557434082,331.03125,335.28125,4.25
8.0,Random sampling,10,820260437,5000,3,3,50418,0.004,0.9880313349301946,0.9738204230527335,1.6169728330569342,0.10977387498132885,0.09241241693962365,0.02312437491491437,0,0.0,30.2508,49.0,50311.728588800004,10.062345717760001,30.187037153280002,0.11097779555911182,0.007119165966287255,0.007777375052683055,154920,108651,0.7,213800,0.014936791965737939,0.00036862504202872515,0.07710158394183964,1.0594716487175404,0.7622769696261065,1.8191537089878693,1.152e-05,1.28e-06,sparse,4.347358999999983,2.2571245409781113,28.712225914001465,335.28125,335.28125,0.0
16.0,Random sampling,1,1620260428,5000,3,3,100551,0.0,1.0,1.0,3.233882625005208,0.22628929105121642,0.07729558402206749,0.019603666034527123,0,0.0,60.3306,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.01373191608581692,0.011616208008490503,301524,210895,0.7,418267,0.02556129195727408,0.0001672079088166356,0.051562166889198124,1.0560192248085414,0.7452027108751305,3.537462582811713,2.304e-05,2.56e-06,sparse,6.330534999999998,4.387267207959667,56.06815147399902,335.28125,368.203125,32.921875
16.0,Random sampling,2,1620260429,5000,3,3,100095,0.0,1.0,1.0,3.2160674169426784,0.22679225006140769,0.09162587497849017,0.02245950000360608,0,0.0,60.057,93.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.014196250005625188,0.011959791998378932,300218,209972,0.7,416422,0.026324417092837393,0.00032595801167190075,0.06497037503868341,1.0567752877939096,0.743414675034476,3.534480417147279,2.304e-05,2.56e-06,sparse,6.4680899999999895,4.391829125001095,55.821595191955566,361.203125,387.984375,26.78125
16.0,Random sampling,3,1620260430,5000,3,3,100475,0.0002,0.999399819940018,0.9984673789514549,3.2137453749310225,0.22671333409380168,0.09314075007569045,0.020239959005266428,0,0.0,60.285,88.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.01342308393213898,0.011472041020169854,301217,210949,0.7,418366,0.025041584041900933,6.920902524143457e-05,0.06802570808213204,1.0575402468847226,0.7485201103345278,3.5335952101740986,2.304e-05,2.56e-06,sparse,6.450895000000003,4.379593709018081,56.02663230895996,382.984375,387.671875,4.6875
16.0,Random sampling,4,1620260431,5000,3,3,101014,0.0,1.0,1.0,3.2719938749214634,0.22637491603381932,0.09265733405482024,0.022061874973587692,0,0.0,60.6084,96.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.01461766695138067,0.011498957988806069,302806,211891,0.7,420269,0.026308667031116784,7.345795165747404e-05,0.06627137493342161,1.0556706779628238,0.742271528150996,3.5910222908714786,2.304e-05,2.56e-06,sparse,6.535956999999996,4.4546244579833,56.318509101867676,384.671875,400.984375,16.3125
16.0,Random sampling,5,1620260432,5000,3,3,101029,0.0,1.0,1.0,3.2199165840866044,0.22886729100719094,0.08776620810385793,0.02594158297870308,0,0.0,60.6174,99.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.014483915991149843,0.011804125038906932,302780,211839,0.7,420190,0.026646999991498888,0.00017012504395097494,0.0609421250410378,1.0547248676873084,0.7423038406444842,3.536543125170283,2.304e-05,2.56e-06,sparse,6.418759000000023,4.3887093749362975,56.31655502319336,398.984375,402.125,3.140625
16.0,Random sampling,6,1620260433,5000,3,3,100311,0.0,1.0,1.0,3.2031855420209467,0.2224183330545202,0.09968833404127508,0.01977112505119294,0,0.0,60.1866,87.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.01358833396807313,0.011966958991251886,300877,210769,0.7,418021,0.026050666929222643,0.0002179589355364442,0.07341304200235754,1.0565047542050126,0.7445217341480886,3.5252855429425836,2.304e-05,2.56e-06,sparse,6.474119000000002,4.393961583031341,55.966736793518066,401.125,405.5625,4.4375
16.0,Random sampling,7,1620260434,5000,3,3,100544,0.0,1.0,1.0,3.2035942500224337,0.22573258401826024,0.07788650004658848,0.018301707925274968,0,0.0,60.3264,90.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.013423166004940867,0.011359791969880462,301535,210608,0.7,417724,0.024967791978269815,6.874999962747097e-05,0.052846375037916005,1.052943622344414,0.7449709948362255,3.5072097510565072,2.304e-05,2.56e-06,sparse,6.360017999999997,4.351006041979417,56.054616928100586,404.5625,407.109375,2.546875
16.0,Random sampling,8,1620260435,5000,3,3,100901,0.0,1.0,1.0,3.2754510840168223,0.22833320801146328,0.084150500013493,0.01852887507993728,0,0.0,60.5406,93.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.014124333974905312,0.011867334018461406,302422,211679,0.7,419875,0.026174624916166067,7.250008638948202e-05,0.05789775005541742,1.0539120527642714,0.7409277931988352,3.5879291670862585,2.304e-05,2.56e-06,sparse,6.492843999999991,4.453811792074703,56.2511100769043,407.109375,410.265625,3.15625
16.0,Random sampling,9,1620260436,5000,3,3,100234,0.0,1.0,1.0,3.3527445419458672,0.22899208299349993,0.08671254198998213,0.026136375032365322,0,0.0,60.1404,95.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.015160957933403552,0.012174999923445284,300531,210117,0.7,416744,0.02749745803885162,6.770901381969452e-05,0.05914283299352974,1.0541398643077093,0.743089376045721,3.6684446249855682,2.304e-05,2.56e-06,sparse,6.435079999999999,4.539837707998231,55.88038158416748,410.265625,405.609375,-4.65625
16.0,Random sampling,10,1620260437,5000,3,3,101011,0.0,1.0,1.0,3.264779500081204,0.2333445840049535,0.09059100004378706,0.02534549997653812,0,0.0,60.6066,91.0,100623.45717760001,20.124691435520003,60.374074306560004,0.11097779555911182,0.014373666956089437,0.011408417019993067,302833,211897,0.7,420280,0.025885374983772635,0.0002634159754961729,0.0644369579385966,1.0564408093208821,0.7453823917228521,3.588709832984023,2.304e-05,2.56e-06,sparse,6.487425999999999,4.457291582948528,56.31891059875488,405.609375,408.640625,3.03125
